,UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
5,Ensany Global,@ensanyglobal,2018-03-15T08:58:54.000Z,"Blood donation helps in lowering the risk of cancer. By donating blood the iron stores in the body are maintained at healthy levels. A reduction in the iron level in the body in linked with low cancer risk.

http://ensany.com

#ensany #ensanyglobal #campaign #Malaysia #ngo",,,,,https://pbs.twimg.com/media/DYUUpRUVwAA30wj?format=jpg&name=small,https://twitter.com/ensanyglobal/status/974208303965220864
6,Fuad Ahmad Nasir,@fuadahmad88,2018-03-24T03:38:03.000Z,"Blood Donation is underway at Aeon Cheras, Kuala Lumpur.
#KhuddamulAhmadiyya
#Ahmadiyya
#MessiahHasCome
#LoveForAllHatredForNone
#Malaysia",,1.0,7,12,https://pbs.twimg.com/media/DZBhj_iVMAIeAAJ?format=jpg&name=360x360,https://twitter.com/fuadahmad88/status/977389050595168256
7,MIA,@miaconnect1967,2018-04-02T03:30:00.000Z,"MIA Blood Donation 2018 - give hope, give blood, give life #blooddonation #malaysianinstituteofaccountants #malaysia",,,1,1,https://pbs.twimg.com/media/DZv2n2_UQAE4Uug?format=jpg&name=small,https://twitter.com/miaconnect1967/status/980648514890825729
8,Si Merah :3,@janatunmaqwa,2018-04-24T05:54:47.000Z,"Replying to 
@nurmaliyarahimKalau pac aritu tajuk sorg2 blood donation dgn kedai satu malaysia",😂,,,,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://twitter.com/janatunmaqwa/status/988657483634765824
9,Columbia Asia MY,@columbiaasia,2018-05-23T04:00:14.000Z,"Many activities were happening at #ColumbiaAsiaHospitalPuchong Hero Carnival including blood donation drive, kids activities, meeting real life heroes - Fire & Rescue Dept. of Malaysia & our surprise celebration to all mothers that attended the event! http://ow.ly/lrXS30k5X4M",,,,,https://pbs.twimg.com/media/Dd2moLLVAAEha-i?format=jpg&name=360x360,https://twitter.com/columbiaasia/status/999137907146452993
10,TDCX,@tdcxgroup,2018-06-04T11:30:21.000Z,Thank you to everyone who participated in Teledirect Malaysia’s recent blood donation drive. Your selfless act of compassion will make difference in the life of someone who really needs it.  #Teledirect #Malaysia #TDCares #CSR #BloodDonation,,,,,https://pbs.twimg.com/media/De2Au1VVAAIsWAg?format=jpg&name=360x360,https://twitter.com/tdcxgroup/status/1003599836489363456
11,"AKaiOnce320
#EyesWideOpen #Why_Not",@Aik_Kaisone96,2018-06-13T18:07:50.000Z,"今天 是 又意思 的日子~ <3

614 Tzuyu birthday
614 Blood Donation Day 
614 Taeil (NCT) birthday 
614 Donald Trump birthday 
614 Malaysia McDonald Durian ice cream relaunch 
614 Incredible 2 release
614 World Cup 2018 in Russia 1st match",💛 ❤ 🍭,,1,3,,https://twitter.com/Aik_Kaisone96/status/1006961358137643016
12,TLC Malaysia,@tlc_malaysia,2018-06-14T01:43:58.000Z,"Happy World Blood Donor Day! 
Every blood donation is a gift of life.",,,,1,https://pbs.twimg.com/media/DfnaZqNUEAEavDL?format=jpg&name=small,https://twitter.com/tlc_malaysia/status/1007076146993770496
13,Morgan Stanly,@GEanalyst,2018-06-30T06:19:13.000Z,"@KKMPutrajaya
 How about the 2018 world Blood donation day, How come Malaysia not celebrating.",,,1,1,,https://twitter.com/GEanalyst/status/1012943620607901696
14,Mir_Yana,@sayaMirza_,2018-07-05T08:42:16.000Z,"Finally had my first Blood Donation today 
 done one more thing from my #BucketList 
.
Anyway i just wanted to share about the offered privileges for the donors in Malaysia :)
.
Hoping to encourage more people to donate their blood 
.
Start your better Future NOW °°",💛 😍 😍,,,1,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,https://twitter.com/sayaMirza_/status/1014791560087474176
15,Soo Hon Keong (蘇漢强),@SooHK,2018-07-12T00:48:12.000Z,#Malaysia #Puchong Blood Donation https://facebook.com/soohk/posts/10155708297497336…,,,,,,https://twitter.com/SooHK/status/1017208970308702208
16,MBO Cinemas,@mbocinemas,2018-08-03T04:33:53.000Z,"MBO and St John Ambulance of Malaysia together with Pusat Darah Negara Blood Donation Drive 5.0 is back this year from 17-19 August! Visit our event page at http://bit.ly/MBObdd2018 for all the details.0:56
1.1K views",,,28,279,https://pbs.twimg.com/ext_tw_video_thumb/1025237564314140672/pu/img/YfgW5DjN4H55YYho.jpg,https://twitter.com/mbocinemas/status/1025238300322291712
17,MBO Cinemas,@mbocinemas,2018-08-03T04:33:53.000Z,"MBO and St John Ambulance of Malaysia together with Pusat Darah Negara Blood Donation Drive 5.0 is back this year from 17-19 August! Visit our event page at http://bit.ly/MBObdd2018 for all the details.0:56
1.1K views",,,28,279,,https://twitter.com/mbocinemas/status/1025238300322291712
18,aliyyxh,@aliyyaaahz,2018-08-07T10:30:30.000Z,"Sudahlah tu making silly statements. There are things that need not be said. Dahlah people in malaysia already malas to go for proper for HIV checkup and prefer to just go for blood donation blood testing to know abt their HIV status, like can i even talk about being selfish?Quote Tweet
Alicia
@AliciaAmin
 · Aug 7, 2018
But real talk: if you’re homosexual / promiscuous & you want to donate blood anyway- you could! U could lie about your sex life and sexuality but regardless, they WILL screen all blood anyway. 

This “elimination” process on the card only exists because screening is expensive.
Show this thread",,1.0,,,https://pbs.twimg.com/profile_images/1311510416925683713/dtrF2JbB_mini.jpg,https://twitter.com/aliyyaaahz/status/1026777596418174977
19,"Hello, For Chen Union",@ForChenUnion,2018-08-14T17:02:54.000Z,"Good news to fellow EXOLs in Malaysia!

A blood donation campaign will be held on 25th August 2018 (Saturday) at Ground Floor GM Klang, Selangor.

So, let’s go and donate blood! Don’t forget to take picture and tag us.

#EXO
⁠ ⁠ #Chen #JONGDAE #Jongdae #첸 #종대 #HappyChenDay",,1.0,89,70,https://abs.twimg.com/hashflags/SMTOWN_LIVE_Culture_Humanity_2021_BAEKHYUN/SMTOWN_LIVE_Culture_Humanity_2021_BAEKHYUN.png,https://twitter.com/ForChenUnion/status/1029413064632754176
20,Kelvin Lim,@positivelykelv,2018-08-16T04:08:23.000Z,"Blood donation drive at the office. Who says tattooed people can't donate blood? 
. Do what we can to help... #donateblood @ Alliance Bank Malaysia https://instagram.com/p/BmhpquWnfRI/?utm_source=ig_twitter_share&igshid=18jb53378sfjf…",😅,,,,https://abs-0.twimg.com/emoji/v2/svg/1f605.svg,https://twitter.com/positivelykelv/status/1029942925625581568
21,RAJ ARIA,@rajsez,2018-08-18T05:40:45.000Z,"Suck it...suck it like u mean it!!! 
 - MBO Blood Donation Drive 5.0 — supporting Pusat Darah Negara Malaysia at MBO Cinemas https://facebook.com/749987984/posts/10157074114087985/…",😝 😝 😝,,,,https://abs-0.twimg.com/emoji/v2/svg/1f61d.svg,https://twitter.com/rajsez/status/1030690945711448070
22,shammy,@shamla1602,2018-08-21T06:32:43.000Z,Blood Donation at Putrajaya Malaysia.,,,,,https://pbs.twimg.com/media/DlGoBuQVsAA4OO8?format=jpg&name=small,https://twitter.com/shamla1602/status/1031791187621863424
23,Po\w/eR sTaR,@Dhanaraj_pspk,2018-09-02T17:24:06.000Z,"Pawankalyan fans conducts blood donation drive in #Malaysia
#HBDJanasenaniPawanKalyan1:10
430 views",,,29,32,,https://twitter.com/Dhanaraj_pspk/status/1036303768181202944
24,"KamalHaasan
Our Pride!",@KHOurPride,2018-08-29T01:51:58.000Z,"#KamalHaasan changed fans club to welfare association 3 decades before and has been doing welfare activities since then.

On the other hand, no comments...

Honesty is the policy of #MakkalNeedhiMaiam which holds all rules within it.

Releasing rule book doesn't mean anythingQuote Tweet
Srikanth
@srikanthkaran33
 · Aug 28, 2018
When @ikamalhaasan started Makkal Needhi Miam, he promised in 6 months manifesto will be released, which still NOT.
On other hand, @rajinikanth releases a rule book tomembers which gives sneak peak how his manifesto gonna be!

Did Kamal started giving false promises already?",➖ 🔦 😂,4.0,33,80,https://pbs.twimg.com/profile_images/1349347092557221889/RwMk97wZ_mini.jpg,https://twitter.com/KHOurPride/status/1034619639118974977
25,DΙΝΞΣΗ RΛGUΝΛΤΗΛΝ,@dneshragunathan,2018-08-29T08:04:59.000Z,"Bro, even in Malaysia also got Kamal Hassan's Welfare Association. They organise blood donation campaign and mary more.",,,,1,,https://twitter.com/dneshragunathan/status/1034713511908134913
26,Soo Hon Keong (蘇漢强),@SooHK,2018-08-30T22:35:00.000Z,#malaysia #penang need blood donation https://facebook.com/story.php?story_fbid=10155822712102336&id=572777335…,,,,,,https://twitter.com/SooHK/status/1035294844766351361
27,خَلِيْلُ رَفَّلِی,@mkabmr,2018-08-29T06:26:42.000Z,Maybe the gomen of the day should consider refusing blood donation and starts to buy blood by pints as we are beginning to stop freebies in the age of Malaysia Baharu,,,,,,https://twitter.com/mkabmr/status/1034688775928958979
28,99TV Telugu,@99TVTelugu,2018-09-02T17:12:21.000Z,"Pawan Fans Conducts Blood Donation Drive in Malaysia | Pawan Kalyan Birthday Celebrations | 99TV: http://youtu.be/crElJM5vu2Q?a via 
@YouTubePawan Fans Conducts Blood Donation Drive in Malaysia | Pawan Kalyan...
#Pawan Fans Conducts Blood Donation Drive in #Malaysia #PawanKalyanBirthdayCelebrationsThe news of 99TV Telugu is daring, straightforward and biased only tow...
youtube.com",,,20,53,https://pbs.twimg.com/card_img/1342084861423616001/gyYVTaFz?format=jpg&name=240x240,https://twitter.com/99TVTelugu/status/1036300811637149696
29,Po\w/eR sTaR,@Dhanaraj_pspk,2018-09-02T17:24:06.000Z,"Pawankalyan fans conducts blood donation drive in #Malaysia
#HBDJanasenaniPawanKalyan430 views
0:03 / 1:10",,,29,32,,https://twitter.com/Dhanaraj_pspk/status/1036303768181202944
30,Pavan,@PavannPSPK,2018-09-02T17:34:20.000Z,"Blood Donation Drive In Malaysia

#HBDJanasenaniPawanKalyan1:08
430 views
From 
Po\w/eR sTaR",,1.0,,,,https://twitter.com/PavannPSPK/status/1036306341130719232
31,Pavan,@PavannPSPK,2018-09-02T17:34:20.000Z,"Blood Donation Drive In Malaysia

#HBDJanasenaniPawanKalyan1:04
430 views
From 
Po\w/eR sTaR",,1.0,,,,https://twitter.com/PavannPSPK/status/1036306341130719232
32,Trend PSPK,@TrendPSPK,2018-09-03T16:05:17.000Z,"Blood Donation Drive in Malaysia

#HBDJanaSenaniPawanKalyan1:09
573 views",,1.0,64,93,,https://twitter.com/TrendPSPK/status/1036646320130351110
33,Janasena Malaysia,@nrijanasenamy,2018-09-07T03:29:31.000Z,"Megastar Chiranjeevi message on Malaysia Mega Fans Blood donation | Supported by Janasena Malaysia: http://youtu.be/t-aMhTp9xjw?a viaMegastar Chiranjeevi message on Malaysia Mega Fans Blood donation |...
youtube.com",,,1,1,https://pbs.twimg.com/card_img/1335970961712009216/ZsdjmjHK?format=jpg&name=240x240,https://twitter.com/nrijanasenamy/status/1037905678671728640
34,TROLLER 2.O,@troller_baap2,2018-09-03T16:07:15.000Z,"RT TrendPSPK: Blood Donation Drive in Malaysia

#HBDJanaSenaniPawanKalyanFrom 
Trend PSPK",,,,,https://pbs.twimg.com/ext_tw_video_thumb/1036645873352990720/pu/img/_soBzb2EsofzwH4c.jpg,https://twitter.com/troller_baap2/status/1036646817335857152
35,Trend PSPK,@TrendPSPK,2018-09-03T16:05:17.000Z,"Blood Donation Drive in Malaysia

#HBDJanaSenaniPawanKalyan",,1.0,64,93,https://pbs.twimg.com/ext_tw_video_thumb/1036645873352990720/pu/img/_soBzb2EsofzwH4c.jpg,https://twitter.com/TrendPSPK/status/1036646320130351110
36,TROLLER 2.O,@troller_baap2,2018-09-03T16:07:15.000Z,"RT TrendPSPK: Blood Donation Drive in Malaysia

#HBDJanaSenaniPawanKalyan1:08
573 views
From 
Trend PSPK",,,,,,https://twitter.com/troller_baap2/status/1036646817335857152
37,Ugau Maditi,@SarawakCorner,2018-09-12T19:55:58.000Z,Borneo Post: Malaysia Day blood donation drive to be held at mall https://goo.gl/fb/Wo35WR #sarawak,,,,,,https://twitter.com/SarawakCorner/status/1039965863451848704
38,MiriCommunity.net,@miricom,2018-09-12T18:57:06.000Z,Malaysia Day blood donation drive to be held at mall https://miricommunity.net/t/malaysia-day-blood-donation-drive-to-be-held-at-mall/126913?utm_source=dlvr.it&utm_medium=twitter…,,,,,,https://twitter.com/miricom/status/1039951048675221504
39,Nobody but me,@prettyvase932,2018-09-16T04:37:41.000Z,"Come to Aeon Big Falim , Ipoh .for blood donation & health screening project n happy Malaysia day . Lions Clubs need 200 bags of BLOOD . Come beramai Ramai.",🙊 🙉 🙈,,,,,https://twitter.com/prettyvase932/status/1041184322072584192
40,Merchantrade Asia,@mtrade_asia,2018-09-24T04:51:22.000Z,"You don't need to be a doctor to save lives, just donate blood 
Yesterday, we had the privilege of donating blood in support of the Blood Donation Drive organized by HOPE worldwide Malaysia and Manforce Group! 

#MerchantradeAsia #MerchantradeMoney #BloodDonation #ManforceGroup",💉,,,1,https://abs-0.twimg.com/emoji/v2/svg/1f489.svg,https://twitter.com/mtrade_asia/status/1044086869774888961
41,HOPE worldwide M'sia,@HOPEwwMsia,2018-09-23T04:29:29.000Z,"It's happening right now! HOPE worldwide Malaysia Blood Donation Campaign together with our awesome partners #ManForceGroup sangobion4life and sponsors 
@sakaesushimy
… https://instagram.com/p/BoDiSamBnBj/?utm_source=ig_twitter_share&igshid=8dvoi623nk11…",,,,,,https://twitter.com/HOPEwwMsia/status/1043718973253201920
42,DayakDaily,@DayakDaily,2018-10-04T08:59:31.000Z,"Sarawak is adjudged Malaysia’s top blood donor state after winning the 2017 National Blood Donation Campaign. Malaysian Red Crescent Society (MRCS) Kuching chairman Datuk Dr Abang Abdul Rauf...Sarawak wins big in National Blood Donation Campaign 2017
KUCHING, Oct 4: Sarawak is adjudged Malaysia’s top blood donor state after winning the 2017 National Blood Donation Campaign. Malaysian Red Crescent Society (MRCS) Kuching chairman Datuk Dr Abang A…
dayakdaily.com",,,,,,https://twitter.com/DayakDaily/status/1047773199017107458
43,Collector & District Magistrate-Krishna,@KrishnaDistrict,2018-10-07T14:17:44.000Z,Felicitated by Telugu association of Malaysia.honble minister for prime minister dept Honble MP counsellor for Indian high commissioner felicitated me onbehalf  of Telugu Assn of malaysia for my contribution towards blood donation camps and Redcross membership.,,,3,5,https://pbs.twimg.com/media/Do6VtMyU8AIXlCu?format=jpg&name=360x360,https://twitter.com/KrishnaDistrict/status/1048940442446745600
44,NurulHidayah,@_Nurulieda_,2018-11-14T06:46:48.000Z,Nak pergi blood donation dh tutup lak... Malaysia mmg cenni eh ckp tutup pkl 3 pkl 2:20 dh packing up,😒,,,,https://abs-0.twimg.com/emoji/v2/svg/1f612.svg,https://twitter.com/_Nurulieda_/status/1062597700720283648
45,"Naware⁷ |
민윤기 통통한 볼 귀엽다!",@WhaleisArmy,2018-11-27T10:04:39.000Z,"This is great. Id love if you can invite another organization that is familiar to blood donations programs and im pretty sure armys would still love it even the price of every donation made is just self-printed pc.
Just a suggestion tho. Youre the boss 
 ehee~",😁,1.0,,,https://abs-0.twimg.com/emoji/v2/svg/1f601.svg,https://twitter.com/WhaleisArmy/status/1067358532071112705
46,"Naware⁷ |
민윤기 통통한 볼 귀엽다!",@WhaleisArmy,2018-11-27T10:10:28.000Z,"+ it doesnt have, to be blood donation tho, we can also encourage people to donate for local orphanage or maybe gather armys around malaysia for a 'soup kitchen' program or collaboration to any mental health awareness activist, etc. (Or maybe im too delusional im sorry)",,,,,,https://twitter.com/WhaleisArmy/status/1067359995769966597
47,DXC Technology,@DXCTechnology,2018-12-09T19:45:01.000Z,"Year in Review... today's spotlight is on DXC Team Malaysia. Throughout the year, the team organized blood donation and food drives, and fundraising campaigns in support of the UN Refugee Agency. Explore DXC Asia https://dxc.to/2rtnykW #DXCcares",,,1,6,https://pbs.twimg.com/media/Dt_811-WkAAossv?format=jpg&name=900x900,https://twitter.com/DXCTechnology/status/1071853242328473600
48,1Darah,@1Darah1M,2019-01-10T15:01:17.000Z,"Reposted from 
@pdnkkm
  -  THAIPUSAM HEROES NEEDED 
 Sathya Sai International Organisation of Malaysia once again showing their support towards community by organizing a blood donation… https://instagram.com/p/BsdVPXBhNa-/?utm_source=ig_twitter_share&igshid=ougzsx40ju1…",❤,,1,,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,https://twitter.com/1Darah1M/status/1083378247470059521
49,KPJ Tawakkal KL Official,@kpjtawakkal_kl,2019-01-11T03:26:04.000Z,"Our Blood Donation Campaign is back! Come & Join Us this Wednesday, 16th January 2019, from 10.00am to 4.00pm at our Main Lobby, KPJ Tawakkal Specialist Hospital. Be A Hero, Save Lives.

#BloodDonation
#TawakkalKanAda 
#KPJTawakkal
#KualaLumpur
#Malaysia",,,1,2,https://pbs.twimg.com/media/DwmZJ0AVAAEkdOs?format=jpg&name=small,https://twitter.com/kpjtawakkal_kl/status/1083565681373638658
50,BorneoPost Online,@theborneopost,2019-01-15T08:00:28.000Z,"China Petroleum & Chemical Corporation (Sinopec) and its East Malaysia distributor Dai Lieng will be offering fresh chicken, eggs and cooking oil at its blood donation campaign this Saturday.

Read more: http://ow.ly/u9Nt30njBGuSinopec, Dai Lieng to hold blood donation drive on Saturday - Borneo Post Online
MIRI: China Petroleum & Chemical Corporation (Sinopec) and its East Malaysia distributor Dai Lieng will be offering fresh chicken, eggs and cooking oil at its blood donation campaign this Saturday....
theborneopost.com",,,,1,,https://twitter.com/theborneopost/status/1085084285974003713
51,Sir Mick W,@SirMickW,2019-01-25T04:59:05.000Z,"Friend of Aussie in parang attack appeals for blood donation https://thestar.com.my/news/nation/2019/01/25/friend-of-aussie-in-parang-attack-appeals-for-blood-donation/… #MalaysiaFriend of Aussie in parang attack appeals for blood donation
KOTA KINABALU: A good friend of the Australian man who was attacked in Kg Kiwoi Tamparuli, some 40km from here, has gone on social media to appeal for blood donations for his friend.
thestar.com.my",✡,,,,https://pbs.twimg.com/card_img/1338986257058152448/HElmJ4Bf?format=png&name=small,https://twitter.com/SirMickW/status/1088662518766030848
52,Sinopec,@SinopecNews,2019-01-21T08:21:13.000Z,"Sinopec provided fresh chicken, eggs and cooking oil to successful donors who participated in a blood donation campaign jointly hosted by East Malaysia distributor Dai Lieng Group. 
The event held at Dai Lieng Headquarters, attracted registered 277 donors and collected 213 pints.",,,1,2,https://pbs.twimg.com/media/Dxa8dKVU8AAUu-4?format=jpg&name=360x360,https://twitter.com/SinopecNews/status/1087263835247960064
53,Syerleena Abdul Rashid,@syerleena,2019-01-27T07:59:33.000Z,YB RamKarpal Singh officiated the Blood Donation Health Screening Campaign Organised by Lions Club of Georgtown Island District 308 B2 Malaysia. Both Sdr Joseph and I attended all of our… https://instagram.com/p/BtIWfinh6pA/?utm_source=ig_twitter_share&igshid=1dfycrztpsk3d…,,,,,,https://twitter.com/syerleena/status/1089432711729741825
54,SME Bank,@SME_Bank,2019-02-08T08:10:05.000Z,"SME Bank in collaboration with Pusat Darah Negara Kementerian Kesihatan Malaysia is organising a Blood Donation Drive on Monday, 11 February 2019. Make your way to Menara SME Bank from 10.00am-4.30pm and help save lives.

#beyondfinancing
#blooddonation
#savelives",,,2,3,https://pbs.twimg.com/media/Dy3mwhPVsAAKXrl?format=jpg&name=small,https://twitter.com/SME_Bank/status/1093784015515971584
