UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
PusatDarahNegara,@PDNKKM,2016-01-30T13:09:03.000Z,"Saksikan Malaysia Hari Ini 27 Januari 2016 Episode 19 Duration 00:53:35
Kempen Derma Darah Sri Pentas http://tonton.com.my/social?titleId=568392db2415739073004208&lang=en_US… via 
@tontonMY",,,,2,,https://twitter.com/PDNKKM/status/693420663005016064
Pengendali,@twt_selangor,2016-02-06T12:25:34.000Z,"Masalah rakyat malaysia adalah takut jarum , jgn risau mereka professional mngkn rasa sakit sikit je #kongsirezeki jom derma darah",,2,,1,,https://twitter.com/twt_selangor/status/695946434588246016
Mutiara Iliya,@mutiarailiya,2016-02-13T03:47:36.000Z,"#malaysia - Jabatan Penerangan Melaka Sebar Maklumat Kempen Derma Darah: MELAKA – Jabatan Pener... http://bit.ly/1obZSOL via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/698352797234782209
PusatDarahNegara,@PDNKKM,2016-02-23T08:45:22.000Z,#jomdermadarah di Kempen Derma Darah Bersama Jabatan Muzium Malaysia esok 24 Februari 2016 dari jam 9.00 pg.... http://fb.me/3FFRLlwUc,,,1,1,,https://twitter.com/PDNKKM/status/702051613402226688
muzium_my,@muzium_my,2016-02-25T01:16:34.000Z,"Throwback Program Derma Darah di Jabatan Muzium Malaysia pada semalam 24 Februari 2016. ""Setitis Darah... http://fb.me/4HH9u6VJE",,,,,,https://twitter.com/muzium_my/status/702663444353388544
PusatDarahNegara,@PDNKKM,2016-02-25T08:55:16.000Z,Kempen Derma Darah 26.2.2016 (Jumaat) di Akademi Bomba dan Penyelamat Malaysia Kuala Kubu Baru dari jam 9.30pg -... http://fb.me/Yr1X7h90,,,,1,,https://twitter.com/PDNKKM/status/702778878280863744
▲ FaHiM ▲,@muhdfahim37,2016-03-02T02:24:14.000Z,"Derma darah pulakkkk (@ Hospital Universiti Sains Malaysia in Kubang Kerian, Kelantan) https://swarmapp.com/c/kR1Gsv9VG1p",,,,,https://pbs.twimg.com/media/CcgltLAWoAEs-Jt?format=jpg&name=small,https://twitter.com/muhdfahim37/status/704854799980822528
PusatDarahNegara,@PDNKKM,2016-03-05T06:49:34.000Z,#jomdermadarah di Kempen Derma Darah Kolej Canselor Universiti Putra Malaysia pada 6 Mac 2016 (Ahad) dari jam... http://fb.me/74l7V6VdA,,,1,1,,https://twitter.com/PDNKKM/status/706008736091893760
αzмєєя,@amscripts,2016-03-06T16:09:01.000Z,Kempen Derma Darah anjuran #Kawasaki #Malaysia. Anda… https://instagram.com/p/BCnfPglAaDe/,,,,,,https://twitter.com/amscripts/status/706511914986242048
alzam ibrahim,@wum1931,2016-03-19T07:32:45.000Z,"Sekitar Kempen Derma Darah Kawasaki Malaysia...

#19Mac16
#HQKawasakikeAeonBukitTinggi
#PDN — feeling sad at ÆON... http://fb.me/98i1YUdHH",,,,,,https://twitter.com/wum1931/status/711093036189655040
anak jamal /(^-^)\,@norjannahjamal,2016-03-18T02:38:09.000Z,"Derma darah
 (@ Library Level 1 in Malacca, Malaysia w/ 
@nursheiyrah
) https://swarmapp.com/c/11mxIS1sELI",💉,,,1,https://abs-0.twimg.com/emoji/v2/svg/1f489.svg,https://twitter.com/norjannahjamal/status/710656508330172416
داليا ذاحيد,@dalioott,2016-03-16T05:34:35.000Z,"nak derma darah tak lepas 
 (@ Library Level 1 in Malacca, Malaysia) https://swarmapp.com/c/1f5pr2VPmEd",😪,,,,https://abs-0.twimg.com/emoji/v2/svg/1f62a.svg,https://twitter.com/dalioott/status/709976134826463233
Faliqkun™,@faliqkun,2016-03-24T00:48:28.000Z,disebabkan ini jugak la aku tak boleh derma darah dekat malaysia. alasan dia sbb mad cow disease. zzzzzzzzzzz ,😑 😒 😒 😒,,,,https://abs-0.twimg.com/emoji/v2/svg/1f611.svg,https://twitter.com/faliqkun/status/712803233463316481
JabatanKimiaMalaysia,@Kimia_Malaysia,2016-03-21T10:14:06.000Z,"21 Mac 2016 : Sekitar program CSR - Kempen Derma Darah anjuran Kelab Sukan & Kebajikan Kimia,… https://instagram.com/p/BDNhlSgn_cv/",,,,2,,https://twitter.com/Kimia_Malaysia/status/711858414146625536
PusatDarahNegara,@PDNKKM,2018-01-06T04:00:23.000Z,"Jadual Kempen Derma Darah
7 Januari 2018 (Ahad)

#jomdermadarah
#darahtakpernahcuti",,1,4,,https://pbs.twimg.com/media/DS1E2tHVAAAQvR6?format=jpg&name=small,https://twitter.com/PDNKKM/status/949490805940596737
Keep Headphones On..,@ChapKrodit,2018-01-07T04:22:55.000Z,"- Please CONFIRM.. Orang  yang ada tatu (tattoo) kat badan boleh derma darah tak.? Di negara barat, tak boleh... Mungkin di Malaysia... Boleh..",🎧 🎧,,,,,https://twitter.com/ChapKrodit/status/949858865423704064
Keep Headphones On..,@ChapKrodit,2018-01-07T04:19:38.000Z,"Replying to 
@DrBeniRusani
 @adibahnoor
 and 4 others- Please CONFIRM.. Orang  yang ada tatu (tattoo) kat badan boleh derma darah tak.? Di negara barat, tak boleh... Mungkin di Malaysia... Boleh..",🎧 🎧,,,,,https://twitter.com/ChapKrodit/status/949858039959465984
ILPAPNT,@ilpapnt,2018-01-23T06:36:39.000Z,Program Derma Darah kerjasama antara ILPAP nibong Tebal dan Kementerian Kesihatan Malaysia.,,,,,,https://twitter.com/ilpapnt/status/955690727249530880
LipisSokongPM,@BNyCTLipis,2018-01-20T03:02:17.000Z,Hadir Merasmikan Kempen Derma Darah anjuran Malaysia Hindu Sanggam Kuala Lipis yg bertempat di Ruang Legar... https://fb.me/1Q6HMhfLO,,,1,1,,https://twitter.com/BNyCTLipis/status/954549615751245825
MYDIN Malaysia,@MydinMalaysia,2018-01-20T05:56:44.000Z,"Jom sertai Program Derma Darah anjuran Universiti Multimedia Malaysia & Tabung Darah Hospital Besar Melaka, bermula jam 11pagi - 5petang di MYDIN MiTC, Melaka.
 #dermadarah #kempendermadarah #MYDIN",😘,,,,https://abs-0.twimg.com/emoji/v2/svg/1f618.svg,https://twitter.com/MydinMalaysia/status/954593515761123328
DemiRakyatJOHOR,@WeLoveJohor,2018-01-27T02:34:45.000Z,"ASSALAMUALAIKUM, 
SALAM SIHAT 1 MALAYSIA, 
SALAM SEJAHTERA

Jom Derma Darah

Hospital Sultanah Nora Ismail, Batu... https://fb.me/9a4Zxj0ug",,,,1,,https://twitter.com/WeLoveJohor/status/957079400616361985
inomedikmy,@InomedikMY,2018-01-30T04:02:56.000Z,"Derma darah telah menyelamatkan banyak kehidupan rakyat Malaysia, tetapi adakah anda tahu bahawa ia juga dapat menyelamatkan nyawa anda?
#dermadarah
#darah
#pendermadarah
#blood
#blooddonor
#infokesihatan
#infoterkini
#kesihatanmalaysia
#malaysia
#rawatan
#inomdik
#bantuderma",,,,1,https://pbs.twimg.com/media/DUwrkDdVMAEIA3K?format=jpg&name=small,https://twitter.com/InomedikMY/status/958188754593710080
KKMalaysia,@KKMPutrajaya,2018-01-31T04:07:48.000Z,"YB Datuk Seri Dr. S. Subramaniam, Menteri Kesihatan Malaysia melawat Kempen Derma Darah 48 jam tanpa henti di... https://fb.me/TXkqt9BB",,,1,2,,https://twitter.com/KKMPutrajaya/status/958552369129836545
Alveu Cosmetics,@AlveuCosmetics,2018-01-31T04:09:11.000Z,"RT KKMPutrajaya ""YB Datuk Seri Dr. S. Subramaniam, Menteri Kesihatan Malaysia melawat Kempen Derma Darah 48 jam tanpa henti di... https://fb.me/TXkqt9BB"" #beauty #beautyblogger #instabeauty #hudabeauty #naturalbeauty #beautyblog #beautyful #effyourbeautystandards #beautyadd…",,,,,,https://twitter.com/AlveuCosmetics/status/958552715185016832
Fauzan,@fauzan_latif,2018-02-13T08:05:50.000Z,"Replying to 
@shrnlpDey i thought you can never derma darah in Malaysia anymore?",,2,,,,https://twitter.com/fauzan_latif/status/963323313962434561
Nur Hanisah,@NooNicah,2018-02-12T13:40:59.000Z,"Tak tau macam mana nk sedarkan rakyat malaysia pasal derma darah ni. Derma darah susah, derma duit lagi la susah. Malaysian ",😭,,,,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://twitter.com/NooNicah/status/963045271822192640
MamySimba,@AuliAliaHAR,2018-02-12T13:10:35.000Z,"Majalah3 hari ni pasal derma darah .. tringat pula lps deliver kena tmbah darah .. tq kepada penderma darah Malaysia.. anda telah menyelamatkan nyawa saya 
 #majalah3",❤,,,,https://abs-0.twimg.com/emoji/v2/svg/1f646-1f3fb-200d-2640-fe0f.svg,https://twitter.com/AuliAliaHAR/status/963037620233097216
Datuk NCK,@DatukNck,2018-02-18T07:12:27.000Z,Kempen Derma Darah Anjuran Bulan Sabit Merah Malaysia Daerah Jasin Dengan Kerjasama KBBT Kesang… https://instagram.com/p/BfVEcq3n5Sv/,,,,,,https://twitter.com/DatukNck/status/965121821161938944
Pusat Kesihatan UPM,@pkuupm,2018-03-01T11:19:44.000Z,"Persatuan Bulan Sabit Merah Malaysia Chapter UPM dengan kerjasama PKU, 
@BHEP_UPM
 , PKPP , 
@Pusat
 Kebudayaan dan Kesenian Sultan Salahuddin Abdul Aziz Shah dan 
@PDNKKM
 akan menganjurkan sebuah Kempen Derma Darah yang akan dilangsungkan seperti ketetapan di bawah",,1,,,,https://twitter.com/pkuupm/status/969170315220676608
MotoMalaya.net,@motomalaya,2018-03-07T01:11:30.000Z,Mari Bersama Kita Sertai Kempen Derma Darah Kawasaki Motors Malaysia! (http://bit.ly/2oVkigr),,,1,1,,https://twitter.com/motomalaya/status/971191579137400833
Malaysia Aktif,@malaysia_aktif,2018-03-07T07:48:50.000Z,Kesedaran Kepentingan Derma Darah  Seusia Remaja http://malaysiaaktif.my/malaysiaaktif2/?p=41900…,,,1,,,https://twitter.com/malaysia_aktif/status/971291567679049728
EZvybe,@EZvybe,2018-03-07T08:38:18.000Z,Mari Bersama Kita Sertai Kempen Derma Darah Kawasaki Motors Malaysia! https://izon9.com/mari-bersama-kita-sertai-kempen-derma-darah-kawasaki-motors-malaysia/…,,,,,https://pbs.twimg.com/media/DXrD2ykX4AA1aQe?format=jpg&name=small,https://twitter.com/EZvybe/status/971304018524897282
Malaysia Aktif,@malaysia_aktif,2018-03-14T13:26:12.000Z,Peranan Penerangan Penting Tingkat Kesedaran Derma Darah http://malaysiaaktif.my/malaysiaaktif2/?p=42267…,,,1,,,https://twitter.com/malaysia_aktif/status/973913184955285504
蓮,@ren_kaos,2018-03-15T04:55:45.000Z,"sama macam rasuah dan kroni kat malaysia ni. susah nak buang, dah jadi darah daging. nanti pusing pergi derma n tolong kaum sendiriQuote Tweet
sang gabriel
@sanggabby
 · Mar 15, 2018
Pistol dan senapang ni sejenis culture di Amerika. Susah nak buang.",🍙,,,,https://pbs.twimg.com/profile_images/1199484486888509441/sSRCImw0_mini.jpg,https://twitter.com/ren_kaos/status/974147114111401985
Malaysia Aktif,@malaysia_aktif,2018-03-16T09:50:10.000Z,"Derma Darah, Giatmara Kimanis Ajak Pelatih Kongsi Kepentingannya  http://malaysiaaktif.my/malaysiaaktif2/?p=42326…",,,1,,,https://twitter.com/malaysia_aktif/status/974583593488891909
BloodBankHUS,@BloodBankHUS,2018-03-21T02:09:09.000Z,"Selamat pagi warga penderma!

Hari ini Unit Bergerak Kempen Derma Darah kami berada di Bangunan Sultan Iskandar, Simpang 3.

Kali ini tiba giliran Jabatan Imigresen Malaysia, Negeri Sarawak bekerjasama dengan kami... https://facebook.com/BloodBankHUS/posts/1683954128355873…",,,,1,,https://twitter.com/BloodBankHUS/status/976279516321538048
Pmfsu Usim,@PMFSU_USIM,2018-04-07T03:43:22.000Z,"Assalammualaikum wbt. Alright guys ini adalah thread!

Bersempena
 Mahrajan Sambutan Fakulti Syariah dan Udang-undang (MANSAF 6.0)

Tarikh: 9-14 April 2018
Tempat: FSU USIM

Jom ikuti thread ini untuk mengetahui program-program yang akan berlangsung!

#Mansaf6
#LightUPOKURun1",,1,26,15,https://pbs.twimg.com/media/DaJkJcWVwAMt3uq?format=jpg&name=small,https://twitter.com/PMFSU_USIM/status/982463819086573568
Pmfsu Usim,@PMFSU_USIM,2018-04-07T03:43:23.000Z,"1. Bual bicara ""Dasar Luar Malaysia: Hikmah Atau Izzah?"" 
2. Shariah Law Innovation Competition 
3. Kempen Derma Darah MANSAF 6.0 
4. Pemeriksaan Keiahatan MANSAF 6.0 ",📢 ❤ 🧡,1,2,3,https://abs-0.twimg.com/emoji/v2/svg/1f1f2-1f1fe.svg,https://twitter.com/PMFSU_USIM/status/982463821821325312
BloodBankHUS,@BloodBankHUS,2018-04-05T11:26:41.000Z,"Bertempat di Dewan Bukavu, Kem Penrissen, sebuah lagi Unit Bergerak Kempen Derma Darah kami telah mengadakan Kempen Derma Darah dengan kerjasama Angkatan Tentera Malaysia (ATM).

Seramai 162 anggota ATM telah... https://facebook.com/BloodBankHUS/posts/1699406296810656…",,,,,,https://twitter.com/BloodBankHUS/status/981855639575187456
Malaysia Aktif,@malaysia_aktif,2018-04-12T09:30:39.000Z,"Hospital Perlu 300 Pain Darah Sehari, Jom Derma Darah! http://malaysiaaktif.my/malaysiaaktif2/?p=43272…",,,1,,,https://twitter.com/malaysia_aktif/status/984363153625563138
BloodBankHUS,@BloodBankHUS,2018-04-14T06:16:15.000Z,"Hari ini dua buah Unit Bergerak Kempen Derma Darah kami telah mengadakan Kempen Derma Darah di dua lokasi Kota Samarahan.

Lokasi pertama ialah di Fakulti Sains Sosial Universiti Malaysia Sarawak (UNIMAS).

Lokasi... https://facebook.com/BloodBankHUS/posts/1708380482579904…",,,,,,https://twitter.com/BloodBankHUS/status/985039010795008000
SayangSabah.Com,@SayangiSabah,2018-04-13T03:28:39.000Z,"Bagi memenuhi keperluan sebanyak 300 pain darah sehari, Persatuan Bulan Sabit Merah Malaysia (BSMM) Sabah akan mengadakan kempen derma darah pada untuk disalurkan kepada Unit Tabung Darah Hospital Queen Elizabeth (HQE) II. #SayangSabah

Ikut kamo di... https://sayangsabah.com/hospital-perlu-300-pain-darah-sehari-jom-derma-darah/…",,,,1,,https://twitter.com/SayangiSabah/status/984634441086758912
Rakyat | Ebooks,@twt_msia_ebooks,2018-04-17T14:36:42.000Z,"Best ais kacang is RT event derma darah around 6months ago rmc OPs had 7-11 Malaysia rasa anda, KTM Salak Selatan bukan kaki naik je lately",,,,,,https://twitter.com/twt_msia_ebooks/status/986252115218583552
Si tinggi lampai,@BungaDahlia01,2018-04-18T02:20:26.000Z,"Replying to 
@mattdome1tau xpe..kncing manis ni kalo luka lmbt nk elok...kompem kne potong...kne kurangkn manis2...masin2...darah tggi pon bhye gak...",😉,1,,,,https://twitter.com/BungaDahlia01/status/986429215418368000
Matt ada Dimana mana,@mattdome1,2018-04-18T02:22:07.000Z,"HAHA tahu tkpe, nk buat cmna? penyakit tu kan femes kat Malaysia ni. Kat sna tkda ke derma darah",,1,,,,https://twitter.com/mattdome1/status/986429636635586560
Haziq Haridan,@haziqharidan,2018-04-16T07:45:38.000Z,"Done derma darah (@ SME Bank Malaysia in Kuala Lumpur, Wilayah Persekutuan) https://swarmapp.com/c/eE1KeVi8WNy",,,,,,https://twitter.com/haziqharidan/status/985786277114122242
Malaysia Aktif,@malaysia_aktif,2018-04-24T02:34:44.000Z,Sekolah Dipelawa Anjur Kempen Kesedaran Derma Darah http://malaysiaaktif.my/malaysiaaktif2/?p=43712…,,,2,,,https://twitter.com/malaysia_aktif/status/988607139890384896
UKM (Malaysia),@ukm_my,2018-05-02T00:37:08.000Z,"Derma darah telah menyelamatkan banyak kehidupan rakyat Malaysia, tetapi adakah anda tahu bahawa ia juga dapat menyelamatkan nyawa anda? Jom DERMA DARAH di Pusat Kesihatan UKM Bangi hari ini! Bagi 20 penderma terawal, ada cenderahati misteri menanti anda. #BloodDonation",,,3,1,https://pbs.twimg.com/media/DcJui8yVMAAu7ub?format=jpg&name=small,https://twitter.com/ukm_my/status/991476650964467712
1Darah,@1Darah1M,2018-05-08T03:38:27.000Z,"Sekitar Majlis Perasmian Kempen Derma Darah Mahasiswa Prihatin Universiti Awam Malaysia 2018 Pra-Ramadhan Bersama ANSARA
#JomDermaDarah
#ABDC2018

Tarikh: 8 Mei 2018 (Selasa)
Masa: 10.00 pagi
Tempat: Dewan Besar,... https://facebook.com/1Darah1Malaysia/posts/776984059170251…",,,,,,https://twitter.com/1Darah1M/status/993696606875803648
Tok Gajah,@JohnDaviddoff,2018-05-10T00:38:10.000Z,"@RTM_Malaysia
 duk sembang pasal derma darah. 
@tv3malaysia
 sembang hal bola. Woi bila nak puji kerajaaan baharu? Puji laaaaa!",,,,,,https://twitter.com/JohnDaviddoff/status/994376012849795072
ILPAPNT,@ilpapnt,2018-05-14T05:17:43.000Z,14052018 : ILPAPNT dengan kerjasama Hospital Taiping Kementerian Kesihatan Malaysia menganjurkan program derma darah bertempat di Dewan Besar ILPAPNT. Tujuan program ini dijalankan bagi memenuhi keperluan darah di hospital berkenaan.,,,,,,https://twitter.com/ilpapnt/status/995895914127642624
Ahmed Akmal,@ahmedakmal2409,2018-05-11T00:38:52.000Z,"Jom tunjukkan lagi sekali kuasa rakyat Malaysia dengan menjadi Hero dengan menderma darah di Pusat-pusat Derma Darah ANSARA yang berhampiran dengan anda

Temui saya di AEON Shah Alam",,,,,https://pbs.twimg.com/media/Dc4FdF2VQAA01fV?format=jpg&name=900x900,https://twitter.com/ahmedakmal2409/status/994738575865405440
1Darah,@1Darah1M,2018-05-10T07:14:48.000Z,"Sekitar Promosi Kempen Derma Darah Pra-Ramadhan Tahunan ANSARA kali ke-12 #ABDC2018 #JomDermaDarah

ABDC18 @ Selamat Pagi Malaysia, RTM
Date: 10 May 2018 (Thursday)
Call Time: 8am https://facebook.com/1Darah1Malaysia/posts/777844479084209…",,,1,,,https://twitter.com/1Darah1M/status/994475829739606016
1Darah,@1Darah1M,2018-05-15T08:01:15.000Z,"Lanjutan Kempen Derma Darah Pra-Ramadhan ANSARA kali ke-12 di Universiti Pertahanan Nasional Malaysia (UPNM) 
#ABDC2018 #JomDermaDarah #PerangiMitos https://facebook.com/1Darah1Malaysia/posts/780070588861598…",,,,1,,https://twitter.com/1Darah1M/status/996299456676016128
UniMAP,@PROUniMAP,2018-05-16T04:10:26.000Z,"Program Minggu Derma Darah Mahasiswa Prihatin Universiti Awam Malaysia dirasmikan oleh YBhg TNC HEPA UniMAP, Prof. Madya Dr Fo'ad Sakdan.
 **FAKTA MENARIK**
Sejumlah 7,388 orang pelajar UniMAP telah... https://facebook.com/UniversitiMalaysiaPerlis/posts/2316647901682542…",,,,,,https://twitter.com/PROUniMAP/status/996603757545828352
ukkokbm,@ukkokbm,2018-05-25T08:40:42.000Z,"ALOR GAJAH, 25 Mei 2018 - Sebanyak 247 beg darah telah berjaya dikumpul dan didermakan di dalam program JOM DERMA DARAH anjuran Persatuan Bulan Sabit Merah Malaysia, Chapter UiTM Cawangan Melaka dengan kerjasama Unit... https://facebook.com/uitmcmrasmi/posts/1027923790690089…",,,,,,https://twitter.com/ukkokbm/status/999933261412425728
Lee Botak,@Lee_Botak,2018-05-31T05:51:51.000Z,"Kemoen derma darah pun takut nak sertai.

Ni pulak nak lancar kempen derma bantu selamatkan Malaysia.

Khakkkkk puiiiiii

#Janji100Hari",,,,,,https://twitter.com/Lee_Botak/status/1002065096405811200
Megat Mohd Zamri,@mmzamri,2018-06-02T03:15:32.000Z,"2 perkara ttg Tabung Harapan. 1. Kn bagus kalo semangat menderma darah rakyat Malaysia setinggi mcm Tabung Harapan tu. cc 
@khairul_hafidz
 
2. Derma tu hukumnye sunat, tp bayo hutang hukumnye wajib..haha..prioriT kene tau jg tu.. ",😂,,,,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://twitter.com/mmzamri/status/1002750537085825024
Jeffrey Lau,@jeffreylautt,2018-06-07T12:11:29.000Z,"Kempen Derma Darah PPBM 2018/01 anjuran Persatuan Pengguna Bersepada Malaysia.. 07/07/2018 10.00 pg - 5.00 ptg Lokasi di Pearl Point Shopping Mall..Harap semua orang dapat hadir.sukarelawan juga diperlukan.sila hubungi kami diatas talian 013218 8181. Terima kasih

#jeffreylau",,,,1,https://pbs.twimg.com/media/DfFm0diUwAA6BLD?format=jpg&name=900x900,https://twitter.com/jeffreylautt/status/1004697351674458112
PusatDarahNegara,@PDNKKM,2018-06-06T13:00:42.000Z,"Saksikan Temu Bual Secara Langsung Bersama Selamat Pagi Malaysia (SPM) di TV1

Topik : Derma Darah di Bulan Puasa
Tarikh : 7 Jun 2018 (Khamis)
Masa : 8.30 pagi

#jomdermadarah
#perangimitos",,,10,2,https://pbs.twimg.com/media/DfAol3QW4AAfWcl?format=jpg&name=small,https://twitter.com/PDNKKM/status/1004347349685194752
Malaysia Aktif,@malaysia_aktif,2018-06-04T07:19:34.000Z,"HWKKL, Jakel Galak Masyarakat Derma Darah Pada Bulan Ramadan https://malaysiaaktif.my/malaysiaaktif2/?p=44301…",,,,,,https://twitter.com/malaysia_aktif/status/1003536725467992064
Aindallamya,@AdliHanif_,2018-06-06T08:24:22.000Z,"Replying to 
@shzchrh
 and 
@elishazchrhTapi kalau Malaysian duk Europe lama, bila balik Malaysia ada satu period dia tak boleh derma darah.",,1,,,,https://twitter.com/AdliHanif_/status/1004277806597959685
BloodBankHUS,@BloodBankHUS,2018-06-06T13:45:56.000Z,"Saksikan Temu Bual Secara Langsung Bersama Selamat Pagi Malaysia (SPM) di TV1

Topik : Derma Darah di Bulan Puasa
Tarikh : 7 Jun 2018 (Khamis)
Masa : 8.30 pagi

#jomdermadarah
#perangimitos https://facebook.com/story.php?story_fbid=1760136880737597&id=424945644256734…",,,,,,https://twitter.com/BloodBankHUS/status/1004358733193936896
Alveu Cosmetics,@AlveuCosmetics,2018-06-06T21:49:06.000Z,"RT KKMPutrajaya ""RT PDNKKM: Saksikan Temu Bual Secara Langsung Bersama Selamat Pagi Malaysia (SPM) di TV1

Topik : Derma Darah di Bulan Puasa
Tarikh : 7 Jun 2018 (Khamis)
Masa : 8.30 pagi

#jomdermadarah
#perangimitos "" #beauty #beautyblogger #instabea…",,,,,https://pbs.twimg.com/media/DfAol3QW4AAfWcl?format=jpg&name=small,https://twitter.com/AlveuCosmetics/status/1004480323676188672
BloodBankHUS,@BloodBankHUS,2018-06-10T04:42:04.000Z,"Iklan Raya yg sangat bermakna dan menyentuh perasaan semua yg menontonnya...

mohon share dengan semua kenalan untuk menggalakkan lebih ramai masyarakat Malaysia tampil derma darah untuk menyelamatkan nyawa... https://facebook.com/424945644256734/posts/1764026860348599/…",,,1,,,https://twitter.com/BloodBankHUS/status/1005671413246808066
PU Ah San,@KulupKudin,2018-06-22T23:45:34.000Z,Kenapa ramai orang perlukan darah O ni? Tunggu aku balik Malaysia aku kasi derma darah pahlawan ni,,,1,1,,https://twitter.com/KulupKudin/status/1010307839972147200
Ahkialuz,@Faazush,2018-06-21T06:52:33.000Z,Aku pelik orang2 yang mintak derma darah O ni. Orang malaysia ramai kot darah O. Takkan yang dekat2 macam sedara tu takde yang darah O?,,,,,,https://twitter.com/Faazush/status/1009690517104312320
Kriting™,@_zulaikaroslan,2018-06-23T04:11:20.000Z,"Replying to 
@ayahzara_Slalu jugak derma darah, tapi sejak asik pegi trip ni susah nk derma sbb kene tggu 6 bulan blk malaysia baru boleh derma.",,,,,,https://twitter.com/_zulaikaroslan/status/1010374722150752257
Sosol,@solehahmuzir,2018-06-23T15:57:07.000Z,Tbh ramai lagi rakyat Malaysia yang kurang kesedaran pasal derma darah ni. Bank darah asyik tak cukup je ,◀ ▶ 🤔,,,,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,https://twitter.com/solehahmuzir/status/1010552339063697408
Anis Hj Fauzi,@anishjfauzi,2018-06-22T07:04:12.000Z,"Tabung darah O seluruh Malaysia berkurangan ye. Macam ramai dok cari darah O tak kira O- atu O+, pesakit dah kritikal. KakNis ni darah jenis A+. Susah laa nak derma. Kalo ada yg perlukan darah A+ pun tak boleh... https://facebook.com/100000605241296/posts/2232641016766051/…",,,,,,https://twitter.com/anishjfauzi/status/1010055839984635905
inspin_malaysia,@inspin_malaysia,2018-06-27T02:06:33.000Z,"Bersama sertai Kempen Derma Darah yg akan diadakan pada 29-30 Jun ini di Aman Central, Alor Setar.

#blooddonation 
#ansarakedah 
#dermadarah 
#inspin_malaysia",,,1,1,https://pbs.twimg.com/media/DgqcM1kV4AEF28k?format=jpg&name=900x900,https://twitter.com/inspin_malaysia/status/1011792871127539712
inspin_malaysia,@inspin_malaysia,2018-06-24T03:35:06.000Z,"Mesyuarat Program Kempen Derma Darah Anjuran ANSARA

24 Jun 2018 | Dewan KCS, INSPIN",,,1,1,https://pbs.twimg.com/media/DgbTqu-U8AAYPOh?format=jpg&name=360x360,https://twitter.com/inspin_malaysia/status/1010727992098582528
haikal hussain,@haiklmhd,2018-06-26T09:02:40.000Z,"Replying to 
@farissa_JOh untuk test, tapi ok sangat2 kot 3k. Malaysia kena kerja 2bulan baru dpt bnyk tu 
. Sana duduk derma darah masuk 3k huhu",😭,1,,,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://twitter.com/haiklmhd/status/1011535201434943491
RTM Malaysia,@RTM_Malaysia,2018-06-26T07:15:20.000Z,"Jadual Kempen Derma Darah
27 Jun 2018 (Rabu) *Jadual tertakluk kepada sebarang pindaan. 
#jomdermadarah
#darahtakpernahcuti",,,4,1,https://pbs.twimg.com/media/DgmZV00VMAEds_G?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1011508193615319041
inspin_malaysia,@inspin_malaysia,2018-07-03T09:12:12.000Z,"Sertai Kempen Derma Darah pada 7-8 Julai 2018 bermula jam 10 pagi hingga 6 petang bertempat di Amanjaya Mall, Sungai Petani.

Kerjasama semua amat diharapkan bagi menyokong kempen Derma Darah yang bakal diadakan.

#maidermadarah
#sihatsempurna
#ansarakedah
#inspin_malaysia",,,1,1,https://pbs.twimg.com/media/DhK27J4UcAE_6N2?format=jpg&name=900x900,https://twitter.com/inspin_malaysia/status/1014074317418582016
inspin_malaysia,@inspin_malaysia,2018-06-29T11:37:15.000Z,"Kempen Derma Darah Anjuran ANSARA Kedah

29 Jun 2018 | Aman Central, Alor Setar

Dirasmikan oleh : YAB Dato' Seri Hj Mukhriz Tun Mahathir, Menteri Besar Kedah

#ansarakedah
@MukhrizOfficial
 
@MukhrizMahathir
 
#inspin_malaysia",,,4,3,https://pbs.twimg.com/media/Dg2x_-zVAAAtNNl?format=jpg&name=360x360,https://twitter.com/inspin_malaysia/status/1012661270938447872
Imigresen Sabah,@ImigresenSabah,2018-07-02T07:40:33.000Z,"Kempen Derma Darah anjuran Jabatan Imigresen Malaysia Negeri Sabah bersama Unit Perubatan Tranfusi Hospital Queen Elizabeth Kota Kinabalu 

Tarikh : 26 Jun 2018 (Selasa)
Masa : 8.00 Pagi -4.00 Petang... https://facebook.com/jabatanimigresen.negerisabah/posts/1723311531120792…",,,1,,,https://twitter.com/ImigresenSabah/status/1013688866404995072
inspin_malaysia,@inspin_malaysia,2018-07-07T01:29:23.000Z,"Sertai Kempen Derma Darah pada 7-8 Julai 2018 bermula jam 10 pagi hingga 6 petang bertempat di Amanjaya Mall, Sungai Petani.

Kerjasama semua amat diharapkan bagi menyokong kempen Derma Darah yang bakal diadakan.

#maidermadarah
#sihatsempurna
#ansarakedah
#inspin_malaysia",,,2,3,https://pbs.twimg.com/media/DhdzopaV4AE-tqB?format=jpg&name=900x900,https://twitter.com/inspin_malaysia/status/1015407398276612097
